Player,Pos,Squad,Age,Born,MP,Minutes,90s,League
Dante\Dante,DF,Nice,36,1983,9,774,8.6,Ligue 1
Haris Duljević\Haris-Duljevic,MFFW,Names,26,1993,20,773,8.6,Ligue 1
Thierry Ambrose\Thierry-Ambrose,FW,Metz,23,1997,23,753,8.4,Ligue 1
Dimitry Bertaud\Dimitry-Bertaud,GK,Montpellier,22,1998,9,745,8.3,Ligue 1
Aníbal Chalá\Anibal-Chala,DF,Dijon,24,1996,13,744,8.3,Ligue 1
Aimen Moueffek\Aimen-Moueffek,DFMF,Saint-Etienne,19,2001,19,743,8.3,Ligue 1
Sofiane Boufal\Sofiane-Boufal,FWMF,Angers,26,1993,14,732,8.1,Ligue 1
Etienne Green\Etienne-Green,GK,Saint-Etienne,20,2000,8,720,8,Ligue 1
Bingourou Kamara\Bingourou-Kamara,GK,Strasbourg,23,1996,8,720,8,Ligue 1
Mexer\Mexer,DF,Bordeaux,31,1988,9,712,7.9,Ligue 1
Naomichi Ueda\Naomichi-Ueda,DF,Names,25,1994,9,711,7.9,Ligue 1
Jean Seri\Jean-Seri,MF,Bordeaux,29,1991,12,707,7.9,Ligue 1
Rayan Cherki\Rayan-Cherki,FWMF,Lyon,16,2003,27,698,7.8,Ligue 1
Dereck Kutesa\Dereck-Kutesa,MFFW,Reims,22,1997,28,687,7.6,Ligue 1
Moussa Dembélé\Moussa-Dembele,FW,Lyon,24,1996,16,677,7.5,Ligue 1
Luis Henrique\Luis-Henrique,DFFW,Marseille,18,2001,19,675,7.5,Ligue 1
Ibrahima Niane\Ibrahima-Niane,FW,Metz,21,1999,10,663,7.4,Ligue 1
Fodé Ballo-Touré\Fode-Ballo-Toure,DF,Monaco,23,1997,24,662,7.4,Ligue 1
Romain Del Castillo\Romain-Del-Castillo,MFFW,Rennes,24,1996,26,652,7.2,Ligue 1
Kaj Sierhuis\Kaj-Sierhuis,FW,Reims,22,1998,24,652,7.2,Ligue 1
Ryad Boudebouz\Ryad-Boudebouz,MFFW,Saint-Etienne,30,1990,14,651,7.2,Ligue 1
Nolan Roux\Nolan-Roux,FW,Names,32,1988,19,651,7.2,Ligue 1
Saaf-Eddine Khaoui\Saif-Eddine-Khaoui,FWMF,Marseille,25,1995,17,606,6.7,Ligue 1
Hugo Magnetti\Hugo-Magnetti,MF,Brest,22,1998,13,603,6.7,Ligue 1
Adrien Hunou\Adrien-Hunou,FWMF,Rennes,26,1994,20,589,6.5,Ligue 1
Romain Philippoteaux\Romain-Philippoteaux,MFFW,Brest,32,1988,17,581,6.5,Ligue 1
Corentin Jean\Corentin-Jean,FWMF,Lens,25,1995,23,580,6.4,Ligue 1
Islam Slimani\Islam-Slimani,FW,Lyon,32,1988,18,579,6.4,Ligue 1
Jimmy Briand\Jimmy-Briand,FW,Bordeaux,34,1985,24,571,6.3,Ligue 1
Kévin Monnet-Paquet\Kevin-Monnet-Paquet,MFFW,Saint-Etienne,31,1988,16,564,6.3,Ligue 1
Brandon Soppy\Brandon-Soppy,DF,Rennes,18,2002,10,559,6.2,Ligue 1
Ambroise Oyongo\Ambroise-Oyongo,DF,Montpellier,29,1991,13,558,6.2,Ligue 1
Aboubakar Kamara\Aboubakar-Kamara,FWMF,Dijon,25,1995,10,557,6.2,Ligue 1
Sepe Elye Wahi\Sepe-Elye-Wahi,FW,Montpellier,17,2003,18,555,6.2,Ligue 1
Abdul Majeed Waris\Abdul-Majeed-Waris,FWMF,Strasbourg,28,1991,15,552,6.1,Ligue 1
Dan Ndoye\Dan-Ndoye,FWMF,Nice,19,2000,28,551,6.1,Ligue 1
Pablo Martinez\Pablo-Martinez,DF,Names,31,1989,7,540,6,Ligue 1
Matz Sels\Matz-Sels,GK,Strasbourg,28,1992,6,540,6,Ligue 1
Yvann Macon\Yvann-Macon,DF,Saint-Etienne,21,1998,6,539,6,Ligue 1
Mihai Dobre\Mihai-Dobre,FWMF,Dijon,21,1998,22,529,5.9,Ligue 1
Kevin Denkey\Kevin-Denkey,FW,Names,19,2000,10,524,5.8,Ligue 1
Tom Lacoux\Tom-Lacoux,MF,Bordeaux,18,2002,13,523,5.8,Ligue 1
Dario Maresic\Dario-Maresic,DF,Reims,20,1999,8,514,5.7,Ligue 1
Tony Mauricio\Tony-Mauricio,MF,Lens,26,1994,26,502,5.6,Ligue 1
Thibault De Smet\Thibault-De-Smet,DF,Reims,22,1998,8,496,5.5,Ligue 1
Warren Tchimbembé\Warren-Tchimbembe,MFFW,Metz,22,1998,15,495,5.5,Ligue 1
Maxime Poundjé\Maxime-Poundje,DF,Bordeaux,27,1992,14,491,5.5,Ligue 1
Jonas Martin\Jonas-Martin,MF,Rennes,30,1990,12,482,5.4,Ligue 1
Nelson Sissoko\Nelson-Sissoko,DF,Saint-Etienne,23,1997,9,474,5.3,Ligue 1
Sidy Sarr\Sidy-Sarr,MF,Names,24,1996,9,463,5.1,Ligue 1
Hianga Mananga Mbock\Hianga-Mananga-Mbock,MF,Brest,20,1999,12,458,5.1,Ligue 1
Keagan Dolly\Keagan-Dolly,MF,Montpellier,27,1993,18,452,5,Ligue 1
Alfred Gomis\Alfred-Gomis,GK,Dijon,26,1993,5,450,5,Ligue 1
Ibrahima Diallo\Ibrahima-Diallo,MF,Brest,21,1999,5,440,4.9,Ligue 1
Kévin Zohi\Kevin-Zohi,FWMF,Strasbourg,23,1996,23,436,4.8,Ligue 1
Melvin Bard\Melvin-Bard,DF,Lyon,19,2000,14,432,4.8,Ligue 1
M'Baye Niang\MBaye-Niang,FW,Rennes,25,1994,9,422,4.7,Ligue 1
Farid El Melali\Farid-El-Melali,FWMF,Angers,23,1997,17,414,4.6,Ligue 1
Yassine Benzia\Yassine-Benzia,MFFW,Dijon,25,1994,7,407,4.5,Ligue 1
Raphael Dias Belloli\Raphael-Dias-Belloli,FWMF,Rennes,23,1996,6,404,4.5,Ligue 1
Nemanja Radonjić\Nemanja-Radonjic,FW,Marseille,24,1996,12,396,4.4,Ligue 1
Krepin Diatta\Krepin-Diatta,MFDF,Monaco,21,1999,12,389,4.3,Ligue 1
Timothee Pembele\Timothee-Pembele,DF,Paris S-G,17,2002,6,383,4.3,Ligue 1
Dalbert Henrique\Dalbert-Henrique,DF,Rennes,26,1993,13,373,4.1,Ligue 1
Marc-Aurèle Caillard\Marc-Aurele-Caillard,GK,Metz,26,1994,5,361,4,Ligue 1
Cristian Battocchio\Cristian-Battocchio,MFFW,Brest,28,1992,15,355,3.9,Ligue 1
Gabriel Silva\Gabriel-Silva,DF,Saint-Etienne,29,1991,4,355,3.9,Ligue 1
Renaud Emond\Renaud-Emond,FWMF,Nantes,28,1991,22,354,3.9,Ligue 1
Sanjin Prcić\Sanjin-Prcic,MF,Strasbourg,26,1993,14,353,3.9,Ligue 1
Chrislain Matsima\Chrislain-Matsima,DF,Monaco,18,2002,9,352,3.9,Ligue 1
Mohamed Ali Cho\Mohamed-Ali-Cho,FWMF,Angers,16,2004,21,348,3.9,Ligue 1
Aurélien Scheidler\Aurelien-Scheidler,FW,Dijon,22,1998,10,342,3.8,Ligue 1
Fodé Doucouré\Fode-Doucoure,DF,Reims,19,2001,7,333,3.7,Ligue 1
Thomas Fontaine\Thomas-Fontaine,DF,Lorient,29,1991,4,320,3.6,Ligue 1
Jérémy Pied\Jeremy-Pied,DF,Lille,31,1989,6,318,3.5,Ligue 1
Wesley Fofana\Wesley-Fofana,DF,Saint-Etienne,19,2000,4,315,3.5,Ligue 1
Eliot Matazo\Eliot-Matazo,MF,Monaco,18,2002,10,314,3.5,Ligue 1
Yun Il-lok\Yun-Il-lok,MFFW,Montpellier,28,1992,12,312,3.5,Ligue 1
Lucas Perrin\Lucas-Perrin,DFFW,Marseille,21,1998,7,308,3.4,Ligue 1
Kévin N'Doram\Kevin-NDoram,MF,Metz,24,1996,6,307,3.4,Ligue 1
Amadou Traore\Amadou-Traore,MFFW,Bordeaux,18,2002,19,304,3.4,Ligue 1
Yann Gboho\Yann-Gboho,MFFW,Rennes,19,2001,10,303,3.4,Ligue 1
Ludovic Baal\Ludovic-Baal,DFMF,Brest,34,1986,7,296,3.3,Ligue 1
Karim Aribi\Karim-Aribi,FW,Names,26,1994,13,294,3.3,Ligue 1
Willem Geubbels\Willem-Geubbels,FWMF,Monaco,18,2001,14,294,3.3,Ligue 1
Anthony Modeste\Anthony-Modeste,FW,Saint-Etienne,32,1988,7,293,3.3,Ligue 1
Panagiotis Retsos\Panagiotis-Retsos,DF,Saint-Etienne,21,1998,4,272,3,Ligue 1
Sébastien Cibois\Sebastien-Cibois,GK,Brest,22,1998,3,270,3,Ligue 1
Baptiste Santamaria\Baptiste-Santamaria,MF,Angers,25,1995,3,270,3,Ligue 1
Enzo Ebosse\Enzo-Ebosse,DF,Angers,21,1999,6,260,2.9,Ligue 1
Youssef Maziz\Youssef-Maziz,MFFW,Metz,22,1998,11,257,2.9,Ligue 1
Dion Lopy\Dion-Lopy,MF,Reims,18,2002,4,256,2.8,Ligue 1
James Lea Siliki\James-Lea-Siliki,MF,Rennes,24,1996,7,255,2.8,Ligue 1
Danilo Barbosa\Danilo-Barbosa,DF,Nice,24,1996,4,250,2.8,Ligue 1
Florentino Luís\Florentino-Luis,MF,Monaco,20,1999,9,241,2.7,Ligue 1
Maxence Rivera\Maxence-Rivera,MFFW,Saint-Etienne,18,2002,17,239,2.7,Ligue 1
Petar Škuletić\Petar-Skuletic,FWMF,Montpellier,30,1990,19,234,2.6,Ligue 1
Kevin Strootman\Kevin-Strootman,MF,Marseille,30,1990,11,233,2.6,Ligue 1
Pietro Pellegri\Pietro-Pellegri,FWMF,Monaco,19,2001,16,230,2.6,Ligue 1
Sekou Mara\Sekou-Mara,FW,Bordeaux,18,2002,8,229,2.5,Ligue 1
Jean-Philippe Krasso\Jean-Philippe-Krasso,FW,Saint-Etienne,23,1997,6,223,2.5,Ligue 1
Romain Philippoteaux\Romain-Philippoteaux,FW,Names,32,1988,3,214,2.4,Ligue 1
Sylvain Marveaux\Sylvain-Marveaux,MFFW,Lorient,34,1986,9,200,2.2,Ligue 1
Stéphane Diarra\Stephane-Diarra,FWMF,Lorient,21,1998,13,197,2.2,Ligue 1
Isaac Lihadji\Isaac-Lihadji,MFDF,Lille,18,2002,15,196,2.2,Ligue 1
Juan Bernat\Juan-Bernat,DF,Paris S-G,27,1993,3,194,2.2,Ligue 1
Joachim Andersen\Joachim-Andersen,DF,Lyon,24,1996,3,192,2.1,Ligue 1
Rayan Aït Nouri\Rayan-Ait-Nouri,DF,Angers,19,2001,3,187,2.1,Ligue 1
Kays Ruiz\Kays-Ruiz,FWMF,Paris S-G,17,2002,7,186,2.1,Ligue 1
Mouhamadou Drammeh\Mouhamadou-Drammeh,MF,Reims,21,1999,6,173,1.9,Ligue 1
Jean Lucas\Jean-Lucas,MF,Lyon,22,1998,8,172,1.9,Ligue 1
Jacques Siwe\Jacques-Siwe,FW,Dijon,19,2001,5,169,1.9,Ligue 1
David Pereira da Costa\David-Pereira-da-Costa,MFFW,Lens,19,2001,8,158,1.8,Ligue 1
Ahmad Ngouyamsa\Ahmad-Ngouyamsa,DF,Dijon,19,2000,3,157,1.7,Ligue 1
Djamel Benlamri\Djamel-Benlamri,DF,Lyon,30,1989,6,149,1.7,Ligue 1
Marley Aké\Marley-Ake,FW,Marseille,19,2001,9,146,1.6,Ligue 1
Adama Soumaoro\Adama-Soumaoro,DF,Lille,28,1992,3,145,1.6,Ligue 1
Habib Diallo\Habib-Diallo,FW,Metz,25,1995,4,143,1.6,Ligue 1
Henry Onyekuru\Henry-Onyekuru,FW,Monaco,23,1997,4,140,1.6,Ligue 1
Yehvann Diouf\Yehvann-Diouf,GK,Reims,20,1999,2,135,1.5,Ligue 1
Maxime Lopez\Maxime-Lopez,FWMF,Marseille,22,1997,4,134,1.5,Ligue 1
Baptiste Gabard\Baptiste-Gabard,MF,Saint-Etienne,20,2000,2,133,1.5,Ligue 1
Wilfried Kanga\Wilfried-Kanga,FW,Angers,22,1998,2,132,1.5,Ligue 1
Cheikh Ahmadou Dieng\Cheikh-Ahmadou-Dieng,FWDF,Marseille,20,2000,5,129,1.4,Ligue 1
Manuel Perez\Manuel-Perez,MF,Lens,29,1991,4,128,1.4,Ligue 1
Idriss Saadi\Idriss-Saadi,FWMF,Strasbourg,28,1992,7,125,1.4,Ligue 1
Sacha Boey\Sacha-Boey,DF,Rennes,19,2000,2,124,1.4,Ligue 1
Marco Majouga\Marco-Majouga,MFFW,Names,19,2001,8,124,1.4,Ligue 1
Arthur Zagre\Arthur-Zagre,DFMF,Dijon,18,2001,3,122,1.4,Ligue 1
Olivier Ntcham\Olivier-Ntcham,MF,Marseille,24,1996,4,120,1.3,Ligue 1
Romain Amalfitano\Romain-Amalfitano,FWDF,Dijon,30,1989,2,116,1.3,Ligue 1
Alexis Trouillet\Alexis-Trouillet,MF,Nice,19,2000,5,109,1.2,Ligue 1
Wuilker Faríñez\Wuilker-Farinez,GK,Lens,22,1998,3,107,1.2,Ligue 1
Anastasios Donis\Anastasios-Donis,MF,Reims,23,1996,3,97,1.1,Ligue 1
Eddy Sylvestre\Eddy-Sylvestre,FWMF,Nice,20,1999,4,97,1.1,Ligue 1
Dion Moise Sahi\Dion-Moise-Sahi,FWMF,Strasbourg,18,2001,6,94,1,Ligue 1
Rayan Philippe\Rayan-Philippe,FW,Dijon,19,2000,4,93,1,Ligue 1
Giulian Biancone\Giulian-Biancone,DFMF,Monaco,20,2000,2,92,1,Ligue 1
Stefan Bajic\Stefan-Bajic,GK,Saint-Etienne,18,2001,1,90,1,Ligue 1
Loïc Bessile\Loic-Bessile,DF,Bordeaux,21,1999,1,90,1,Ligue 1
Marcin Bułka\Marcin-Bulka,GK,Paris S-G,20,1999,1,90,1,Ligue 1
Yoann Etienne\Yoann-Etienne,DF,Lorient,23,1997,1,90,1,Ligue 1
Radosław Majecki\Radoslaw-Majecki,GK,Monaco,20,1999,1,90,1,Ligue 1
Edouard Mendy\Edouard-Mendy,GK,Rennes,28,1992,1,90,1,Ligue 1
Yohann Pelé\Yohann-Pele,GK,Marseille,37,1982,1,90,1,Ligue 1
Aleksandar Radovanović\Aleksandar-Radovanovic,DF,Lens,26,1993,1,90,1,Ligue 1
Daniele Rugani\Daniele-Rugani,DF,Rennes,26,1994,1,90,1,Ligue 1
Hugo Ekitike\Hugo-Ekitike,MFFW,Reims,18,2002,2,88,1,Ligue 1
Clément Vidal\Clement-Vidal,DF,Montpellier,20,2000,2,86,1,Ligue 1
Samuel Moutoussamy\Samuel-Moutoussamy,FW,Nantes,23,1996,1,82,0.9,Ligue 1
Fernando Marçal\Fernando-Marcal,DF,Lyon,31,1989,1,78,0.9,Ligue 1
Issouf Sissokho\Issouf-Sissokho,MF,Bordeaux,18,2002,6,78,0.9,Ligue 1
Wilitty Younoussa\Wilitty-Younoussa,MFDF,Dijon,18,2001,3,77,0.9,Ligue 1
Batista Mendy\Batista-Mendy,MF,Nantes,20,2000,2,76,0.8,Ligue 1
Bouna Sarr\Bouna-Sarr,DF,Marseille,28,1992,2,76,0.8,Ligue 1
Bilal Benkhedim\Bilal-Benkhedim,FW,Saint-Etienne,19,2001,3,73,0.8,Ligue 1
Arnaud Kalimuendo\Arnaud-Kalimuendo,FW,Paris S-G,18,2002,1,73,0.8,Ligue 1
Antoine Valerio\Antoine-Valerio,MF,Names,20,1999,1,70,0.8,Ligue 1
Malik Sellouki\Malik-Sellouki,FWMF,Nice,20,2000,4,66,0.7,Ligue 1
Chimuanya Ugochukwu\Chimuanya-Ugochukwu,MF,Rennes,16,2004,3,65,0.7,Ligue 1
Bandiougou Fadiga\Bandiougou-Fadiga,FWMF,Paris S-G,19,2001,6,63,0.7,Ligue 1
Umut Bozok\Umut-Bozok,FWMF,Lorient,23,1996,5,61,0.7,Ligue 1
Dilane Bakwa\Dilane-Bakwa,FWMF,Bordeaux,17,2002,7,56,0.6,Ligue 1
Roli Pereira de Sa\Roli-Pereira-de-Sa,MFFW,Nantes,23,1996,6,56,0.6,Ligue 1
Boubacar Traoré\Boubacar-Traore,MF,Metz,18,2001,2,54,0.6,Ligue 1
Mahamadou Doucouré\Mahamadou-Doucoure,FW,Names,20,2000,3,45,0.5,Ligue 1
Georginio Rutter\Georginio-Rutter,FWMF,Rennes,18,2002,4,44,0.5,Ligue 1
Bandiougou Fadiga\Bandiougou-Fadiga,MF,Brest,19,2001,4,43,0.5,Ligue 1
Alexis Flips\Alexis-Flips,MF,Reims,20,2000,2,43,0.5,Ligue 1
Heriberto Tavares\Heriberto-Tavares,MFFW,Brest,23,1997,4,43,0.5,Ligue 1
Marvin Tshibuabua\Marvin-Tshibuabua,DF,Saint-Etienne,18,2002,1,43,0.5,Ligue 1
Samy Benchama\Samy-Benchama,MFDF,Montpellier,20,2000,5,42,0.5,Ligue 1
Bridge Ndilu\Bridge-Ndilu,MFFW,Nantes,20,2000,6,42,0.5,Ligue 1
Enzo Millot\Enzo-Millot,MF,Monaco,18,2002,2,41,0.5,Ligue 1
Cheick Traoré\Cheick-Traore,DF,Lens,25,1995,2,39,0.4,Ligue 1
Zinédine Ould Khaled\Zinedine-Ould-Khaled,MF,Angers,20,2000,3,38,0.4,Ligue 1
Waniss Taibi\Waniss-Taibi,MF,Angers,18,2002,2,38,0.4,Ligue 1
Jean-Eudes Aholou\Jean-Eudes-Aholou,MF,Monaco,26,1994,2,36,0.4,Ligue 1
Jean-Kévin Augustin\Jean-Kevin-Augustin,FW,Nantes,23,1997,3,36,0.4,Ligue 1
Fraser Hornby\Fraser-Hornby,FW,Reims,20,1999,3,35,0.4,Ligue 1
Hicham Mahou\Hicham-Mahou,DF,Nice,21,1999,2,34,0.4,Ligue 1
Franklin Wadja\Franklin-Wadja,MFFW,Lorient,25,1995,4,33,0.4,Ligue 1
Nassim Chadli\Nassim-Chadli,FWMF,Names,19,2001,3,31,0.3,Ligue 1
Erwan Belhadji\Erwan-Belhadji,MF,Dijon,19,2001,1,30,0.3,Ligue 1
Yanis Lhery\Yanis-Lhery,MFFW,Saint-Etienne,17,2003,1,30,0.3,Ligue 1
Evann Guessand\Evann-Guessand,FW,Nice,19,2001,3,29,0.3,Ligue 1
Jesé\Jese,FW,Paris S-G,27,1993,2,24,0.3,Ligue 1
Jeff Reine-Adélaïde\Jeff-Reine-Adelaide,FW,Lyon,22,1998,1,24,0.3,Ligue 1
Casimir Ninga\Casimir-Ninga,FW,Angers,27,1993,1,23,0.3,Ligue 1
Rubén Pardo\Ruben-Pardo,MFFW,Bordeaux,27,1992,2,23,0.3,Ligue 1
Christopher Rocchia\Christopher-Rocchia,DF,Marseille,22,1998,2,22,0.2,Ligue 1
Lucas Buadés\Lucas-Buades,MF,Names,22,1997,2,21,0.2,Ligue 1
Noah Fatar\Noah-Fatar,FWMF,Angers,18,2002,2,21,0.2,Ligue 1
Mahame Siby\Mahame-Siby,MFFW,Strasbourg,24,1996,7,21,0.2,Ligue 1
Tyron Tormin\Tyron-Tormin,MFFW,Saint-Etienne,19,2001,3,21,0.2,Ligue 1
Yann M'Vila\Yann-MVila,MF,Saint-Etienne,30,1990,1,20,0.2,Ligue 1
Kenny Tete\Kenny-Tete,DF,Lyon,24,1995,1,20,0.2,Ligue 1
Loris Mouyokolo\Loris-Mouyokolo,DF,Lorient,19,2001,1,19,0.2,Ligue 1
Racine Coly\Racine-Coly,DF,Nice,24,1995,1,17,0.2,Ligue 1
Rachid Alioui\Rachid-Alioui,FW,Angers,28,1992,1,15,0.2,Ligue 1
Tristan Dingomé\Tristan-Dingome,MF,Reims,29,1991,1,15,0.2,Ligue 1
Yassin Fortune\Yassin-Fortune,FW,Angers,21,1999,1,15,0.2,Ligue 1
Clément Depres\Clement-Depres,MF,Names,25,1994,1,14,0.2,Ligue 1
Mathys Saban\Mathys-Saban,FW,Saint-Etienne,18,2002,1,13,0.1,Ligue 1
Andy Diouf\Andy-Diouf,FW,Rennes,18,2002,1,12,0.1,Ligue 1
Cheikh Tidiane Sabaly\Cheikh-Tidiane-Sabaly,MF,Metz,21,1999,1,12,0.1,Ligue 1
Ismael Aaneba\Ismael-Aaneba,FWDF,Strasbourg,21,1999,2,11,0.1,Ligue 1
Abdoulaye Sidibé\Abdoulaye-Sidibe,MF,Saint-Etienne,18,2002,1,11,0.1,Ligue 1
Cheick Souaré\Cheick-Souare,MF,Marseille,17,2002,1,10,0.1,Ligue 1
Adrien Louveau\Adrien-Louveau,DF,Lens,20,2000,1,8,0.1,Ligue 1
Moïse Sakava\Moise-Sakava,MF,Reims,19,2000,1,8,0.1,Ligue 1
Abdoulaye Sylla\Abdoulaye-Sylla,DF,Nantes,20,2000,2,8,0.1,Ligue 1
Sami Ben Amar\Sami-Ben-Amar,MF,Names,22,1998,1,7,0.1,Ligue 1
Salim Ben Seghir\Salim-Ben-Seghir,DF,Nice,17,2003,1,7,0.1,Ligue 1
Sacha Delaye\Sacha-Delaye,MF,Montpellier,18,2002,1,7,0.1,Ligue 1
Habib Keita\Habib-Keita,MF,Lyon,18,2002,1,6,0.1,Ligue 1
Ansou Sow\Ansou-Sow,MF,Lens,20,2000,1,6,0.1,Ligue 1
Rayan Souici\Rayan-Souici,DF,Saint-Etienne,22,1998,1,5,0.1,Ligue 1
Yaya Soumaré\Yaya-Soumare,FW,Lyon,20,2000,3,4,0,Ligue 1
Florent da Silva\Florent-da-Silva,FW,Lyon,17,2003,1,3,0,Ligue 1
Matthis Abline\Matthis-Abline,FW,Rennes,17,2003,1,2,0,Ligue 1
Charles Costes\Charles-Costes,MF,Dijon,17,2002,1,2,0,Ligue 1
Malo Gusto\Malo-Gusto,DFMF,Lyon,17,2003,2,2,0,Ligue 1
Edouard Michut\Edouard-Michut,MF,Paris S-G,17,2003,1,2,0,Ligue 1
Kenny Nagera\Kenny-Nagera,FW,Paris S-G,18,2002,1,2,0,Ligue 1
Xavi Simons\Xavi-Simons,MF,Paris S-G,17,2003,1,2,0,Ligue 1
Patrick Burner\Patrick-Burner,DF,Nice,24,1996,1,1,0,Ligue 1
Assane Dioussé\Assane-Diousse,DF,Saint-Etienne,22,1997,1,1,0,Ligue 1
Strahinja Pavlović\Strahinja-Pavlovic,DF,Monaco,19,2001,1,1,0,Ligue 1
Marvin Friedrich\Marvin-Friedrich,DF,Union Berlin,24,1995,34,3060,34,Bundesliga
Rafał Gikiewicz\Rafal-Gikiewicz,GK,Augsburg,32,1987,34,3060,34,Bundesliga
Matthias Ginter\Matthias-Ginter,DF,M'Gladbach,26,1994,34,3060,34,Bundesliga
Christian Günter\Christian-Gunter,DF,Freiburg,27,1993,34,3060,34,Bundesliga
Stefan Ortega\Stefan-Ortega,GK,Arminia,27,1992,34,3060,34,Bundesliga
Jiří Pavlenka\Jiri-Pavlenka,GK,Werder Bremen,28,1992,34,3060,34,Bundesliga
Robin Knoche\Robin-Knoche,DF,Union Berlin,28,1992,34,3042,33.8,Bundesliga
Theodor Gebre Selassie\Theodor-Gebre-Selassie,DF,Werder Bremen,33,1986,34,3032,33.7,Bundesliga
Timo Horn\Timo-Horn,GK,Koln,27,1993,34,3009,33.4,Bundesliga
Philipp Lienhart\Philipp-Lienhart,DF,Freiburg,24,1996,34,2993,33.3,Bundesliga
Péter Gulácsi\Peter-Gulacsi,GK,RB Leipzig,30,1990,33,2970,33,Bundesliga
Gregor Kobel\Gregor-Kobel,GK,Stuttgart,22,1997,33,2970,33,Bundesliga
Manuel Neuer\Manuel-Neuer,GK,Bayern Munich,34,1986,33,2970,33,Bundesliga
Kevin Trapp\Kevin-Trapp,GK,Eint Frankfurt,30,1990,33,2970,33,Bundesliga
Wataru Endo\Wataru-Endo,MF,Stuttgart,27,1993,33,2955,32.8,Bundesliga
Maximilian Eggestein\Maximilian-Eggestein,MF,Werder Bremen,23,1996,33,2942,32.7,Bundesliga
Wout Weghorst\Wout-Weghorst,FW,Wolfsburg,27,1992,34,2941,32.7,Bundesliga
Koen Casteels\Koen-Casteels,GK,Wolfsburg,28,1992,32,2880,32,Bundesliga
Jerry St. Juste\Jerry-St-Juste,DF,Mainz 05,23,1996,32,2880,32,Bundesliga
Moussa Niakhate\Moussa-Niakhate,DF,Mainz 05,24,1996,32,2866,31.8,Bundesliga
Jeffrey Gouweleeuw\Jeffrey-Gouweleeuw,DF,Augsburg,29,1991,32,2835,31.5,Bundesliga
Mats Hummels\Mats-Hummels,DF,Dortmund,31,1988,33,2813,31.3,Bundesliga
Niklas Stark\Niklas-Stark,DFMF,Hertha BSC,25,1995,33,2793,31,Bundesliga
Oliver Baumann\Oliver-Baumann,GK,Hoffenheim,30,1990,31,2790,31,Bundesliga
Florian Müller\Florian-Muller,GK,Freiburg,22,1997,31,2790,31,Bundesliga
Robin Zentner\Robin-Zentner,GK,Mainz 05,25,1994,31,2790,31,Bundesliga
Marco Friedl\Marco-Friedl,DF,Werder Bremen,22,1998,32,2785,30.9,Bundesliga
Ellyes Skhiri\Ellyes-Skhiri,MF,Koln,25,1995,32,2785,30.9,Bundesliga
John Brooks\John-Brooks,DF,Wolfsburg,27,1993,32,2774,30.8,Bundesliga
Ritsu Doan\Ritsu-Doan,MFFW,Arminia,22,1998,34,2768,30.8,Bundesliga
Stefan Lainer\Stefan-Lainer,DF,M'Gladbach,27,1992,33,2768,30.8,Bundesliga
Andreas Luthe\Andreas-Luthe,GK,Union Berlin,33,1987,31,2768,30.8,Bundesliga
André Silva\Andre-Silva,FW,Eint Frankfurt,24,1995,32,2760,30.7,Bundesliga
Nicolas Hofler\Nicolas-Hofler,MF,Freiburg,30,1990,31,2729,30.3,Bundesliga
Marc-Oliver Kempf\Marc-Oliver-Kempf,DF,Stuttgart,25,1995,32,2727,30.3,Bundesliga
Yann Sommer\Yann-Sommer,GK,M'Gladbach,31,1988,31,2712,30.1,Bundesliga
Waldemar Anton\Waldemar-Anton,DF,Stuttgart,24,1996,31,2711,30.1,Bundesliga
Fabian Klos\Fabian-Klos,FW,Arminia,32,1987,34,2709,30.1,Bundesliga
Amos Pieper\Amos-Pieper,DF,Arminia,22,1998,30,2682,29.8,Bundesliga
Ridle Baku\Ridle-Baku,FWDF,Wolfsburg,22,1998,32,2678,29.8,Bundesliga
David Alaba\David-Alaba,DFMF,Bayern Munich,28,1992,32,2675,29.7,Bundesliga
Thomas Müller\Thomas-Muller,MF,Bayern Munich,30,1989,32,2674,29.7,Bundesliga
Daniel Caligiuri\Daniel-Caligiuri,MFDF,Augsburg,32,1988,33,2665,29.6,Bundesliga
Cédric Brunner\Cedric-Brunner,DF,Arminia,26,1994,31,2655,29.5,Bundesliga
Edmond Tapsoba\Edmond-Tapsoba,DF,Leverkusen,21,1999,31,2652,29.5,Bundesliga
Xaver Schlager\Xaver-Schlager,MF,Wolfsburg,22,1997,32,2626,29.2,Bundesliga
Florian Neuhaus\Florian-Neuhaus,MF,M'Gladbach,23,1997,33,2622,29.1,Bundesliga
Ohis Felix Uduokhai\Ohis-Felix-Uduokhai,DF,Augsburg,22,1997,29,2610,29,Bundesliga
Maxence Lacroix\Maxence-Lacroix,DF,Wolfsburg,20,2000,30,2590,28.8,Bundesliga
Maximilian Arnold\Maximilian-Arnold,MF,Wolfsburg,26,1994,30,2585,28.7,Bundesliga
Christopher Trimmel\Christopher-Trimmel,DF,Union Berlin,33,1987,31,2572,28.6,Bundesliga
Lukáš Hrádecký\Lukas-Hradecky,GK,Leverkusen,30,1989,29,2565,28.5,Bundesliga
Diadie Samassékou\Diadie-Samassekou,MF,Hoffenheim,24,1996,31,2563,28.5,Bundesliga
Marius Wolf\Marius-Wolf,DFMF,Koln,25,1995,31,2551,28.3,Bundesliga
Ondrej Duda\Ondrej-Duda,FWMF,Koln,25,1994,32,2537,28.2,Bundesliga
